Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Albania,ALB,CO2 emissions (kt),EN.ATM.CO2E.KT,4580,5040,4580,4790,5220
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,99.90000153,100,99.94999695
Albania,ALB,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.84306569,43.83211679,43.84306569,43.33211679,42.85729927
Albania,ALB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0,0,0,0,0
Albania,ALB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,23.28219188,22.10933619,25.41917376,26.06878501,24.54805021
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1943.343354,2205.70392,2118.327776,2533.252829,2309.366503
Albania,ALB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,0.013213531,1.407778573,0,0,0
Albania,ALB,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,729.1543727,764.9686166,687.8962599,801.329975,808.4558396
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,28.54270073,28.59465328,28.64660584,28.69855839,28.75051095
Albania,ALB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,63.23900375,61.50276527,57.75408172,56.39533881,61.42180139
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.163,53.247,54.33,55.387,56.423
Albania,ALB,"Population, total",SP.POP.TOTL,2913021,2905195,2900401,2895092,2889104
Algeria,DZA,CO2 emissions (kt),EN.ATM.CO2E.KT,113140,118140,126640,129910,138810
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8589325,98.88803101,98.7646637,99.0022049,99.08701324
Algeria,DZA,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.37133356,17.37721162,17.38149,17.39553226,17.39526565
Algeria,DZA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,15.906,14.826,14.926,17.50241863,21.66233319
Algeria,DZA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.027318948,0.072287722,0.082677088,0.042983163,0.030106036
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1016.636782,1123.332915,1237.966109,1278.915242,1362.871884
Algeria,DZA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,99.61953907,99.01999063,98.91631967,99.44898981,99.60462003
Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1114.217152,1140.642901,1229.54703,1247.494955,1327.53551
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,0.805293609,0.808484553,0.811675498,0.814866442,0.818057387
Algeria,DZA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.84783479,99.88747563,99.85891737,99.910365,99.97791672
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.54,68.236,68.915,69.576,70.221
Algeria,DZA,"Population, total",SP.POP.TOTL,35977451,36661438,37383899,38140135,38923688
Angola,AGO,CO2 emissions (kt),EN.ATM.CO2E.KT,28530,29460,30250,32820,34630
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.89563751,34.59999847,37.13132095,38.2780304,32
Angola,AGO,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.12079891,42.5660239,43.0112489,43.45647389,43.90169889
Angola,AGO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,47.908,50.973,70.977,70.431,65.517
Angola,AGO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.250755158,2.352302227,2.017801528,2.546606882,2.548840019
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,206.4544017,207.0133514,219.2534827,280.2144821,312.2288945
Angola,AGO,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,32.04257662,29.09219607,39.2005158,41.97906524,46.82489451
Angola,AGO,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0
Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,520.9623361,521.7807029,552.3637656,533.7608866,544.6094435
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,57.87920109,57.4339761,56.9887511,56.54352611,56.09830111
Angola,AGO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,42.99251503,43.8497839,48.01005977,46.50855392,48.30559301
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.783,60.528,61.268,62.002,62.731
Angola,AGO,"Population, total",SP.POP.TOTL,23356247,24220660,25107925,26015786,26941773
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,168140,177260,178530,184000,179910
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.81999969,99.09535217,99.22998047,99.34267426,100
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.89028352,54.18260746,54.53814645,54.51804918,54.33571212
Argentina,ARG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,193.3012538,192.20126,180.1204601,268.7107679,261.60894
Argentina,ARG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.68326959,5.859038801,5.570560954,5.671430157,5.501503643
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2877.652653,2929.075029,3000.603523,2967.376558,3074.702071
Argentina,ARG,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,65.68978868,62.776427,66.02372684,64.05254605,64.25706881
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.772271142,1.663386207,2.029094502,2.115359726,1.968264539
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1928.652357,1952.051053,1936.80354,1967.021678,2029.922825
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,11.04034436,10.9587129,10.87708144,10.79544998,10.71381852
Argentina,ARG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,89.50324321,88.85381112,89.02490707,88.96606441,87.72240748
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.849,90.99,91.121,91.249,91.377
Argentina,ARG,"Population, total",SP.POP.TOTL,40788453,41261490,41733271,42202935,42669500
Armenia,ARM,CO2 emissions (kt),EN.ATM.CO2E.KT,4340,4940,5720,5500,5480
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.80000305,99.60579681,99.62896729,99.41999817,99.70999908
Armenia,ARM,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.94134176,59.6452406,59.11485774,59.11485774,59.03407095
Armenia,ARM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,5.9795,4.4857,3.0115,0.999996,0
Armenia,ARM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,32.51402351,29.92376523,24.56447305,25.72974126,25.71826413
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1726.262758,1807.034572,1892.006869,1931.258117,1961.610395
Armenia,ARM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,22.15375135,32.16689098,42.29716277,41.15434501,42.43870968
Armenia,ARM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.107841627,0.040376851,0.049776008,0.051880674,0.051612903
Armenia,ARM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,863.0274624,944.0410271,1029.93996,1000.955276,1015.909886
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,11.61081841,11.60351247,11.59620653,11.5889006,11.58159466
Armenia,ARM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,67.40110849,71.54992989,77.33294329,75.49284382,74.56186571
Armenia,ARM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.44,63.34,63.24,63.164,63.112
Armenia,ARM,"Population, total",SP.POP.TOTL,2877314,2876536,2884239,2897593,2912403
Australia,AUS,CO2 emissions (kt),EN.ATM.CO2E.KT,387350,385770,385770,379270,369880
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Australia,AUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.99209872,51.56281322,50.38543145,48.39371022,48.73839866
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2938.314378,2846.598798,2731.69798,1984.693734,1925.772009
Australia,AUS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.340245502,1.673824991,1.720741046,2.138830763,2.373422497
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10726.92818,10627.29387,10407.74031,10220.8873,10071.39898
Australia,AUS,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,91.38812037,89.57334772,89.40734664,86.73589161,85.09328779
Australia,AUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.267748792,3.827385618,5.007008936,5.984672764,7.500886153
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5793.116026,5745.23219,5575.287093,5468.391369,5334.681679
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,16.86293167,16.95531026,17.04768884,17.14006743,17.23244601
Australia,AUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.42474222,94.42165586,94.37700612,93.70804882,93.38683566
Australia,AUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.182,85.3,85.402,85.502,85.602
Australia,AUS,"Population, total",SP.POP.TOTL,22031750,22340024,22733465,23128129,23475686
Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,69960,68270,65110,65750,61990
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Austria,AUT,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.65830618,33.39712455,33.13225283,32.91369304,32.89022454
Austria,AUT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,357.885,383.371,322.104,326.399,369.955
Austria,AUT,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,10.05563756,10.20699532,11.95725968,12.29866084,13.20723715
Austria,AUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8382.711154,8425.167753,8548.882199,8509.61158,8355.841952
Austria,AUT,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,32.86866665,33.38097379,24.30213943,20.83501162,17.72104648
Austria,AUT,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,9.740336209,10.6420221,10.77572406,12.89233153,14.49948065
Austria,AUT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4051.19602,3921.900515,3886.767732,3919.044419,3763.327903
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,46.78640201,46.83564879,46.88320372,46.93986502,46.98801546
Austria,AUT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,70.26705703,69.1541834,67.30250679,66.25380351,64.81315647
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.399,57.115,57.147,57.336,57.526
Austria,AUT,"Population, total",SP.POP.TOTL,8363404,8391643,8429991,8479823,8546356
Azerbaijan,AZE,CO2 emissions (kt),EN.ATM.CO2E.KT,24150,28560,30760,31390,32630
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.94379425,99.90000153,100,100,100
Azerbaijan,AZE,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.67034456,57.69193544,57.68709623,57.70454518,57.70054317
Azerbaijan,AZE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,7.8084,9.5921,13.0443,17.9216,385.14865
Azerbaijan,AZE,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.673228927,1.197731788,0.765949563,0.660788427,0.572046302
Azerbaijan,AZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1603.431374,1705.424633,2052.650965,2092.536521,2202.393918
Azerbaijan,AZE,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,81.57669695,86.8138366,92.07847573,93.04187719,94.01892591
Azerbaijan,AZE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.005344735,0,0,0.295452599,0.372047881
Azerbaijan,AZE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1279.552594,1369.350999,1472.897391,1474.003433,1502.078168
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,12.49146571,12.60099567,12.71082654,12.82050351,12.92970858
Azerbaijan,AZE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,96.93249161,97.86257155,98.47670157,98.21123272,98.36599003
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.406,53.637,53.883,54.145,54.422
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9054332,9173082,9295784,9416801,9535079
Bangladesh,BGD,CO2 emissions (kt),EN.ATM.CO2E.KT,50580,54420,57990,60580,63800
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.25999832,59.59999847,66.15557098,61.5,62.40000153
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.99177998,70.12368441,70.06222632,69.97003918,69.90089882
Bangladesh,BGD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,164.4246386,159.6927835,152.319037,225.1869,207.73842
Bangladesh,BGD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.173889205,0.199133295,0.16670181,0.21825725,0.153500382
Bangladesh,BGD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,247.2633775,265.6405673,283.4660589,301.967618,320.2099233
Bangladesh,BGD,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.21279725,98.02504926,98.39998353,98.05346386,98.68027576
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0.263554217,0.26680992
Bangladesh,BGD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,206.7611552,212.0582864,219.9726616,222.061405,229.2505403
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,14.50673765,14.4991442,14.49155105,14.4839579,14.47636475
Bangladesh,BGD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,70.96940448,71.64883909,72.68378039,72.86167193,73.76893795
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.462,31.225,31.993,32.762,33.535
Bangladesh,BGD,"Population, total",SP.POP.TOTL,147575433,149273134,151005733,152761413,154517385
Belarus,BLR,CO2 emissions (kt),EN.ATM.CO2E.KT,61470,58350,59790,59930,59470
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Belarus,BLR,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.85411533,43.73860332,43.34926815,42.93177203,42.48791711
Belarus,BLR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1.539,1.549,1.755,1.695996,1.821996
Belarus,BLR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.016393939,0.0183801,0.030648547,0.066229575,0.053921062
Belarus,BLR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3566.173013,3632.87856,3704.309041,3657.124679,3690.103683
Belarus,BLR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,99.52142141,99.48136646,99.27595052,98.98117879,99.09601267
Belarus,BLR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.243587907,0.298136646,0.327932725,0.406258927,0.374262271
Belarus,BLR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2902.105435,3101.431115,3228.473004,2888.460292,2936.577547
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,42.53326762,42.53462126,42.53807107,42.54194019,42.53176531
Belarus,BLR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,91.99553597,91.3924706,91.04727046,90.67204031,92.44037502
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.672,75.188,75.697,76.199,76.693
Belarus,BLR,"Population, total",SP.POP.TOTL,9483836,9461643,9446836,9443211,9448515
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,106470,95570,94960,96610,90160
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.77212682,44.11162483,43.98943197,44.13804491,43.9663144
Belgium,BEL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1067.351,1241.293,1369.89982,1560.81076,1596.3044
Belgium,BEL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,21.24231601,23.24318163,20.74740746,21.42550251,18.58963102
Belgium,BEL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8393.949623,8028.798731,7988.524644,7989.671853,7709.123078
Belgium,BEL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,40.2640862,35.02258072,35.95153208,31.93612774,33.47738525
Belgium,BEL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,6.588300491,9.190689105,12.3754916,13.74689645,16.67226092
Belgium,BEL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5539.472223,5092.316147,4845.488295,4997.463306,4708.221218
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,22.7830251,22.77926024,22.77549538,22.77173052,22.76796565
Belgium,BEL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,72.79361704,70.25449593,71.11571411,70.8203058,72.65250484
Belgium,BEL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.651,97.698,97.744,97.789,97.833
Belgium,BEL,"Population, total",SP.POP.TOTL,10895586,11038264,11106932,11159407,11209057
Benin,BEN,CO2 emissions (kt),EN.ATM.CO2E.KT,5080,4980,4740,5020,5510
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.20000076,36.90000153,38.40000153,34.69121933,34.09999847
Benin,BEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.36963462,32.36963462,33.25647393,35.03015254,35.03015254
Benin,BEN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0,0.441834952,0.441834952,1.265124,0.553884
Benin,BEN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0,0,0,0,0
Benin,BEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,95.44252175,91.53531895,93.12121978,96.7555505,100.2251518
Benin,BEN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,99.13043478,100,100,100,100
Benin,BEN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.869565217,0,0,0,0
Benin,BEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,397.1365504,396.7712555,399.6762753,406.2479697,416.7906195
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,32.23793899,31.79451933,31.35109968,30.90768003,30.46426038
Benin,BEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,41.55418574,39.43086778,36.17277074,36.47506881,36.72458133
Benin,BEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.093,43.608,44.125,44.642,45.166
Benin,BEN,"Population, total",SP.POP.TOTL,9199254,9460829,9729254,10004594,10286839
Bolivia,BOL,CO2 emissions (kt),EN.ATM.CO2E.KT,15040,16450,17250,18560,20170
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.88631439,88.33594513,90.38737488,89.5056839,90.03872681
Bolivia,BOL,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.63121942,34.66906674,34.75583864,34.8361488,34.80291701
Bolivia,BOL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,11.23659598,17.41246171,12.30031495,7.993202,8.780725577
Bolivia,BOL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.651575217,2.62479375,2.253016372,2.416029259,1.974979274
Bolivia,BOL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,596.5011832,629.0052699,654.4817304,695.9532363,742.5383997
Bolivia,BOL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,66.04692342,65.8033241,67.6935126,67.82393056,71.99314677
Bolivia,BOL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.755939206,1.689750693,1.605534526,0.743955363,2.295830954
Bolivia,BOL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,636.1378608,660.9914216,747.869104,740.1699332,778.1687546
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,49.00397858,48.80850365,48.61302871,48.41755377,48.22207883
Bolivia,BOL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,82.32042868,82.99562133,83.52557303,84.18089928,84.15328999
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.43,66.874,67.315,67.699,68.047
Bolivia,BOL,"Population, total",SP.POP.TOTL,10048597,10212951,10377677,10542375,10706517
Bosnia and Herzegovina,BIH,CO2 emissions (kt),EN.ATM.CO2E.KT,20840,23740,21960,21850,19490
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.70578003,100,99.5,100
Bosnia and Herzegovina,BIH,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.875,42.01171875,42.109375,42.20703125,42.12890625
Bosnia and Herzegovina,BIH,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.001339148,0.001071318,0.000781858,0.000528,0.000408
Bosnia and Herzegovina,BIH,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,6.434916306,3.727759493,4.273651273,6.040693622,4.273871359
Bosnia and Herzegovina,BIH,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3155.598279,3343.737103,3479.083887,3474.286385,3446.764688
Bosnia and Herzegovina,BIH,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,53.13010979,71.28926702,70.06817213,58.53532749,63.27351485
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0
Bosnia and Herzegovina,BIH,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1749.120356,1951.711105,1854.11343,1821.827935,2246.918388
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,41.06757813,41.29351563,41.51945313,41.74539063,41.97132813
Bosnia and Herzegovina,BIH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,91.65263533,93.99664295,91.94780332,92.50400217,77.52204497
Bosnia and Herzegovina,BIH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.558,45.878,46.199,46.519,46.84
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3705478,3661173,3604972,3542598,3482106
Botswana,BWA,CO2 emissions (kt),EN.ATM.CO2E.KT,3370,4000,5130,5560,7130
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,52.0177803,53.24000168,56.01881409,57.99192047,59.9529953
Botswana,BWA,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.63195878,45.74665184,45.67783601,45.66901346,45.88428352
Botswana,BWA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.121,0.121,0.129878467,0.141492,0.107736
Botswana,BWA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0,0,0,0.003465086,0.003165806
Botswana,BWA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1561.064181,1503.419162,1756.268904,2126.492872,1815.553722
Botswana,BWA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,100,100,100,99.89165764,99.9567661
Botswana,BWA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0.108342362,0.043233895
Botswana,BWA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1083.911477,1026.727121,1150.639038,1203.316185,1300.633577
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,29.00446421,28.79572283,28.58698146,28.37824008,28.1694987
Botswana,BWA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,64.83608167,62.26252518,65.78999287,68.82603295,74.68798407
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.412,63.865,64.768,65.572,66.368
Botswana,BWA,"Population, total",SP.POP.TOTL,1987106,2015406,2039551,2062551,2088619
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,397730,417120,451760,482860,506780
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.59999847,99.32868958,99.5194931,99.57514954,99.65024567
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.73753491,27.82377419,27.91001347,27.99625275,28.08249204
Brazil,BRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1302.474648,1294.49545,1363.447091,1637.382,1596.774
Brazil,BRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,12.70043836,13.4916124,12.65074056,11.49810424,10.80908733
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2374.116628,2430.80331,2501.474103,2568.829695,2619.960499
Brazil,BRA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,12.38557814,9.829677842,14.59835259,20.54610783,24.25323922
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,6.528807841,6.570482382,7.29012855,8.225762394,9.857089889
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1358.502402,1367.188049,1413.733385,1461.076774,1495.541141
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,61.20748157,61.02332816,60.83917474,60.65502133,60.47086792
Brazil,BRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,53.48790284,54.56870942,56.54889227,58.01808225,59.10753264
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.335,84.631,84.923,85.209,85.492
Brazil,BRA,"Population, total",SP.POP.TOTL,195713637,197514541,199287292,201035904,202763744
Brunei Darussalam,BRN,CO2 emissions (kt),EN.ATM.CO2E.KT,6860,7010,7130,7020,6970
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Brunei Darussalam,BRN,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.542694497,2.542694497,2.542694497,2.732447818,2.732447818
Brunei Darussalam,BRN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,148.524,149.579,128.234,127.595004,115.389
